
 system.sum(listens_album) | year | artist
                    197051 | 2015 |                                          Kosta T
                     82634 | 2015 |                                          Krasius
                     15925 | 2015 |                                            Kraus
                      4443 | 2015 |                                      Krayb David
                     34998 | 2015 |                                       Krestovsky

 system.sum(listens_album) | year | artist
---------------------------+------+-----------------------------------------
                     13602 | 2015 |                            Kristen Roos
                     17572 | 2015 |                                  Krowne
                      9323 | 2015 |                              Kurt Baker
                     21010 | 2015 |                                 Kοκκαλα
                     22475 | 2015 |                 L o W & CROCODILE TEARS
                     13514 | 2015 |                              LAZY SALON
                     15103 | 2015 |                               LEE OTHER
                     61856 | 2015 |                                     LIL
                     34854 | 2015 |                          LIM & Incongru
                     25173 | 2015 |                      LR-GW vs ZIURMUZIK
                     34854 | 2015 |                      La 6ème République
                      3694 | 2015 |                         La Cantine Boga
                     13228 | 2015 |                        La Flor del Otro
                     34854 | 2015 |                    La Flore Intestinale
                     13595 | 2015 |                              La Inédita
                      5935 | 2015 |                               La Parade
                     11105 | 2015 |                            Lame Drivers
                     11869 | 2015 |                                  Langax
                     25031 | 2015 |                                    Lata
                     59948 | 2015 |                                  Launay
                      1312 | 2015 |                         Laurent Dolcino
                      7285 | 2015 |                                 Lee Kwo
                    405274 | 2015 |                            Lee Rosevere
                      7285 | 2015 |                            Leif Elggren
                     16424 | 2015 |           Leif Elggren & Jaan Patterson
                     25031 | 2015 |     Lemniscatorz (Sun Sunych & Andwert)
                     34854 | 2015 |                    Les Modules Etranges
                     12253 | 2015 |                       Les Sans Culottes
                     34999 | 2015 |                            Let Me Crazy
                    146901 | 2015 |                                   Lezet
                     16424 | 2015 |                  Lezet & Jaan Patterson
                     40072 | 2015 |              Lezet and His Nephew Vanja
                     64511 | 2015 |                 Life Like Thunderstorms
                     22475 | 2015 |   Lina Palera (Lyre 2.0 Project player)
                     18292 | 2015 |                                Litvakus
                     22475 | 2015 |                                    Lomz
                     11771 | 2015 |                          Lorenzos Music
                      2238 | 2015 |                           Los Llamarada
                     88650 | 2015 |                           Lost Radiance
                     33328 | 2015 |                                Loud Sun
                     21014 | 2015 |               Louis Lingg and The Bombs
                      4561 | 2015 |                               Low Doses
                     13638 | 2015 |                              Luciernaga
                     24693 | 2015 |                  Luciernaga-Pas Musique
                       249 | 2015 |                               Ludo Mich
                      7285 | 2015 |                 Ludo Mich & Koen Boyden
                     35838 | 2015 |                               Luke Lund
                     13672 | 2015 |                             Luke Pigott
                     18740 | 2015 |                                    Luno
                     10859 | 2015 |                           Lyn Goeringer
                      2494 | 2015 |                            Lÿ & Sersoul
                     34854 | 2015 |                               M.Nomized
                     87828 | 2015 |                                     M4T
                      5058 | 2015 | METEK and Sean Derrick Cooper Marquardt
                      5203 | 2015 |                                   MMFFF
                     34854 | 2015 |                                 MNI8000
                     34854 | 2015 |                                  MUTATE
                     16424 | 2015 |                   MaCu & Jaan Patterson
                     40072 | 2015 |                 MaCu and Jaan Patterson
                      7412 | 2015 |                                    Mace
                      3589 | 2015 |                               Mad Masks
                     34854 | 2015 |                                Madame B
                     33649 | 2015 |                                  Madoka
                     19409 | 2015 |                          Madoka Ogitani
                      3662 | 2015 |                              Mal Occhio
                      8132 | 2015 |                             Mann Racket
                      6234 | 2015 |                          Manta Espectra
                      8012 | 2015 |                            Manuel Duval
                     98535 | 2015 |                               Marc Burt
                     98535 | 2015 |                 Marc Burt & Beat Doctor
                      5793 | 2015 |                       Marco Mestichella
                     75573 | 2015 |                       Marcos H. Bolanos
                     12948 | 2015 |                          Margaret Noble
                     10384 | 2015 |                    Maria Papadomanolaki
                      8132 | 2015 |             Marisa Wildwood & Gabe Moon
                     25173 | 2015 |             Mark Browne and TraumaSutra
                       712 | 2015 |                            Mark Dwinell
                     25173 | 2015 |    Mark Wagner and Jukka-Pekka Kervinen
                     28900 | 2015 |                 Marrach with H. Stewart
                      1085 | 2015 |                                 Mars-96
                     30574 | 2015 |                             Martin Rach
                     40072 | 2015 |                          Martin-Davison
                     34854 | 2015 |                                  Maruda
                      7412 | 2015 |                               MassaKiss
                     14574 | 2015 |                         Massimo Ruberti
                     25031 | 2015 |                           Mastermind XS
                     15103 | 2015 |                     Matt Riggen Quintet
                      7412 | 2015 |       Matteo Ballarin ( Undermindlimb )
                     40072 | 2015 |            Matthew Burnett and {AN] Eel
                     25173 | 2015 |                                Matthies
                      8132 | 2015 |                             Mauro Sambo
                      1453 | 2015 |                       Mavrothi Kontanis
                     25031 | 2015 |                                Mañaners
                     15103 | 2015 |                               Mean Flow
                     82634 | 2015 |                                 Medooza
                     19409 | 2015 |                       Medos Little Trap
                     37332 | 2015 |                                Megatone
                      8784 | 2015 |                          Mellow Harsher
                     19409 | 2015 |                                  Menion
                      3006 | 2015 |                       Mental Escape Pod

 system.sum(listens_album) | year | artist
---------------------------+------+---------------------------------------------
                      9127 | 2015 |                               Mercury Girls
                     34854 | 2015 |                                  Mescalibur
                     82634 | 2015 |                                Meta Program
                     34854 | 2015 |                                       Metek
                      1740 | 2015 |                         Metek & Frans Kedes
                      1863 | 2015 |                           Metek & Pythagora
                      2514 | 2015 |                             Michael Chapman
                      1273 | 2015 |                              Michael Stasis
                      1453 | 2015 | Michael Winograd and the Honorable Mentshnt
                     24693 | 2015 |                         Michael aTonal Vick
                      3050 | 2015 |                                Mikal Cronin
                     10601 | 2015 |                              Mikroben Krieg
                      8171 | 2015 |                                Mild Maynyrd
                     23929 | 2015 |                                   Milk Dick
                     35447 | 2015 |                                 Mill Burray
                     82634 | 2015 |                                  Min-Y-Llan
                     35838 | 2015 |                                    Mindplay
                      8132 | 2015 |                               Miquel Parera
                     56638 | 2015 |                               Miroir Fumant
                     82634 | 2015 |                                Missingsense
                     71265 | 2015 |                                 Mister Drey
                     24693 | 2015 |                               Mitch Esparza
                    110047 | 2015 |                                      Mitoma
                     13048 | 2015 |                                    Mittimus
                      7412 | 2015 |                        Molestia Auricularum
                     21014 | 2015 |                                    Molodoys
                      6235 | 2015 |                                 Monk Parker
                      8837 | 2015 |                                      Monom3
                     82634 | 2015 |                                     Monotic
                       796 | 2015 |                                Monsta-Pasta
                      8570 | 2015 |                                Monster Jinx
                      5706 | 2015 |                                      Moolen
                     34854 | 2015 |                                      Morogh
                     25173 | 2015 |                                   MouthWind
                     22768 | 2015 |                               Movie Theater
                      5669 | 2015 |                                       Mowri
                     57998 | 2015 |                                        Mr E
                     82634 | 2015 |                                 Mr Moogyagi
                    121116 | 2015 |                            Mr. & Mrs. Smith
                     15969 | 2015 |                            Mr. Airplane Man
                     82634 | 2015 |                                        Mtch
                     22475 | 2015 |                                         Mu.
                      8221 | 2015 |                              Mueran Humanos
                     82634 | 2015 |                                    Mutellat
                     82634 | 2015 |                                      Mutter
                     10042 | 2015 |                                        MÖ$Q
                     20905 | 2015 |                                      Möbius
                     19409 | 2015 |                                       N-qia
                      8661 | 2015 |                                   NO FUTURE
                      7412 | 2015 |                                        NRYY
                     34854 | 2015 |                        Naoki Ishida & Ayato
                      6001 | 2015 |                               Nate Scheible
                     34854 | 2015 |                 Neal Beard and his Machines
                     82634 | 2015 |                                   Nearfield
                     19409 | 2015 |                            Neeva feat Carol
                     24693 | 2015 |                Neil Carver and John Jasnoch
                     43769 | 2015 |                               Nic Bommarito
                      8639 | 2015 |                                  Nic Falcon
                     82634 | 2015 |                                   Nick R 61
                      4567 | 2015 |                      Nick R 61 & Kendall WA
                     82634 | 2015 |                                      Nicrya
                     82634 | 2015 |                         Night Owl Committee
                     18188 | 2015 |                                Night Viking
                     14770 | 2015 |                                    Nihilore
                     82634 | 2015 |                                 Nina Kardec
                      6920 | 2015 |                                        Niva
                     10042 | 2015 |                                    No Human
                       836 | 2015 |                                  No Way Out
                     24605 | 2015 |                                Nobodisoundz
                     82634 | 2015 |                                      Nobody
                      3200 | 2015 |                                      Nodus1
                      4871 | 2015 |                   Noise Problems Selections
                     40072 | 2015 |                              Noise Research
                     21784 | 2015 |                              Non-Passerines
                     20281 | 2015 |                                      Nonima
                     82634 | 2015 |                                   Nootropix
                     15103 | 2015 |                    NoraMulderRogierSmal duo
                     15244 | 2015 |                                  North Hive
                     16522 | 2015 |                               Norval & Alix
                     82634 | 2015 |                                      Nu-San
                     82634 | 2015 |                                       NuanÆ
                      2581 | 2015 |                                        Nuhg
                      8132 | 2015 |                                   ODOR BABY
                      8661 | 2015 |                                        OSEB
                     63452 | 2015 |                       Oblivian Substanshall
                      5726 | 2015 |                                   Octagrape
                     19627 | 2015 |                                       Oelek
                     25031 | 2015 |             Oicho dubclash feat David Asher
                      7986 | 2015 |                                    One S.P.
                     22475 | 2015 |                                       Ophed
                    121274 | 2015 |                                    Organoid
                     40072 | 2015 |                                 Origami Boe
                     40072 | 2015 |                             Origami Replika
                      1453 | 2015 |                          Ork Balkan Express
                     40072 | 2015 |                              Osvald Ccibils
                      8132 | 2015 |                              Osvaldo Cibils
                     16424 | 2015 |            Otto Von Rhinau & Jaan Patterson
                      8099 | 2015 |                                 Overhill Ln
                      6046 | 2015 |                                   Ozum Itez
                     21784 | 2015 |                                 PAS Musique

 system.sum(listens_album) | year | artist
---------------------------+------+----------------------------------------------
                     28329 | 2015 |                  PC Noise & Pedicure Records
                     33328 | 2015 |                               PERSONA LA AVE
                     10314 | 2015 |                          POVALISHIN DIVISION
                      1288 | 2015 |                                    Pachyderm
                      6833 | 2015 |                               Palmyra Delran
                     34854 | 2015 |                               Pan Analogique
                      7118 | 2015 |                               Papá cocodrilo
                     82634 | 2015 |                                 Paralanguage
                     25173 | 2015 |                   Partners of Unknown Knowns
                      1124 | 2015 |                   Pat Murano and Carla Baker
                     12496 | 2015 |                                  Pataphysics
                     46477 | 2015 |                            Patrizia Mattioli
                      6389 | 2015 |                            Paul Collins Beat
                    111722 | 2015 |                               Paul Mimlitsch
                     24693 | 2015 | Paulo Chagas Paulo Duarte and Vasco Patrício
                     25173 | 2015 |                    Paulo Chagas and AG Davis
                     65245 | 2015 |            Paulo Chagas and Rosendo J. Rocha
                     14404 | 2015 |                                       People
                      7203 | 2015 |                                People Skills
                      2907 | 2015 |                                  Pepper Coat
                     13373 | 2015 |                           Periodo Particular
                     15103 | 2015 |                                    PetCatMan
                     95377 | 2015 |                                Peter Rudenko
                     40072 | 2015 |                             Peter Thoegersen
                     24693 | 2015 |               Peterson Ruiz a.k.a. ZIURMUZIK
                     65245 | 2015 |                                 Phil Lucking
                     12812 | 2015 |                                Philip Corner
                      8132 | 2015 |                               Philippe Petit
                     98535 | 2015 |                                   Phish Funk
                     34854 | 2015 |                          Phyloxera vs Boozoo
                      4522 | 2015 |                                       Pierce
                     40072 | 2015 |            Pierre Fablet and Mathieu Gaborit
                     70737 | 2015 |                          Pimpstrut Local #13
                     98535 | 2015 |                                   Pitchcraft
                    111722 | 2015 |                                    Pixyblink
                    148658 | 2015 |                           Pk jazz Collective
                      2245 | 2015 |         Pk jazz Collective & Ховбай Хвекмеев
                     34854 | 2015 |                                  Planetaldol
                     40072 | 2015 |                                    Plasticon
                     19409 | 2015 |                                     Plusplus
                     97742 | 2015 |                               Podington Bear
                     34854 | 2015 |                           Polymagoo Commando
                     13412 | 2015 |                                    Portrayal
                     35447 | 2015 |                                    Prad Bitt
                     35795 | 2015 |                                  Prana-Bindu
                     34854 | 2015 |                                      Present
                     98535 | 2015 |                                        Prism
                     34854 | 2015 |                          Privé & Anton Mobin
                     34854 | 2015 |                          Privé & Planetaldol
                     10309 | 2015 |                                 Proctophobic
                      1899 | 2015 |                                  Protomartyr
                    168858 | 2015 |                       Psychadelik Pedestrian
                     10384 | 2015 |                                Public Domain
                     25173 | 2015 |                                   Pulcinella
                      7412 | 2015 |                                  Pulse Demon
                     21784 | 2015 |                                   Putingkota
                    124706 | 2015 |                                        Pınar
                     82634 | 2015 |                                Qebo + Nonima
                     88000 | 2015 |                                      Qkcofse
                     25173 | 2015 |                            Qkcofse and Lezet
                      2931 | 2015 |                                   Quimorucru
                     33919 | 2015 |                                    REKchampa
                      2983 | 2015 |                                RPM Orchestra
                     40072 | 2015 |                                     Rabbitry
                     40072 | 2015 |                 Rabbitry and Anthony Donovan
                     34854 | 2015 |                               Rabbitsquirrel
                     12948 | 2015 |                                  Radio Aktiv
                      7412 | 2015 |                                  Ralph Brown
                     33328 | 2015 |                                      Rawmean
                     82634 | 2015 |                                  Re-Arbeiten
                     10442 | 2015 |                                 Real Numbers
                      7857 | 2015 |                               Rebekkah Palov
                     23566 | 2015 |                                    Red Trees
                     98535 | 2015 |                                      Redmann
                     34854 | 2015 |                                       Ref-Co
                     34854 | 2015 |                             Reflex Condition
                     35838 | 2015 |                                         Reii
                      7412 | 2015 |                                  Resonancedj
                      4256 | 2015 |                                       Rhyton
                      1059 | 2015 |                                 Rien Virgule
                     14278 | 2015 |                                   Rites Wild
                     10042 | 2015 |                                       Rmnski
                     12948 | 2015 |                              Robert B. Lisek
                     13198 | 2015 |              Robert Tilly & Wooden Ambulance
                     21014 | 2015 |                               Robin Mitchell
                     25173 | 2015 |                                      Robodub
                     28205 | 2015 |                                  Rockit Maxx
                     29675 | 2015 |                                Roger Plexico
                      3805 | 2015 |                                     Romashka
                      5605 | 2015 |                                 Ronny Wærnes
                     24097 | 2015 |                                       Rookin
                    109544 | 2015 |                                Room Of Wires
                     24693 | 2015 |                               Rosie Osbourne
                      8837 | 2015 |                                  Rude Gullit
                      7115 | 2015 |                                Rue de Prague
                      7285 | 2015 |                                        Ruela
                     16424 | 2015 |             Runar Magnusson & Jaan Patterson
                      6589 | 2015 |                                Running Point
                     40072 | 2015 |                   Russell CJ Duffy and balkh
                     10384 | 2015 |                                  Ryan ⊥ Dunn

 system.sum(listens_album) | year | artist
---------------------------+------+----------------------------------------------------------
                      4186 | 2015 |                                                  Ryvulet
                     14946 | 2015 |                                S.Bobrytskyy & M.Paramzin
                     61856 | 2015 |                                                   S.E.T.
                      3081 | 2015 |                                                SHOMOMOSE
                     24693 | 2015 |                                                     SMOO
                     35838 | 2015 |                                                     SPCZ
                     46507 | 2015 |                                 Salakapakka Sound System
                     21760 | 2015 |                                                    Salmo
                      7412 | 2015 | Salomè Lego Playset + Susanna Laterza + Derek Dick Decio
                       751 | 2015 |                           Sam Shalabi + Stefan Christoff
                      4178 | 2015 |                                             Samuel Vas Y
                      8412 | 2015 |                                                  Samurau
                     88650 | 2015 |                                                SandSpace
                     15103 | 2015 |               Sandy Ewen Danny Kamins and Robert Pearson
                     19138 | 2015 |                                                 Sans Nom
                     34431 | 2015 |                                          Satori Ensemble
                     82634 | 2015 |                                                   Savier
                     82634 | 2015 |                                                  Scandra
                     25173 | 2015 |                                                  Scanner
                      4396 | 2015 |                                              Schemawound
                     30042 | 2015 |                                        Sci Fi Industries
                    106338 | 2015 |                                             Scott Holmes
                     82634 | 2015 |                                             Sea Of Scald
                      6455 | 2015 |                                                Sealadder
                     40072 | 2015 |        Sean Derrick Cooper Maquardt and Rosendo J. Rocha
                     21784 | 2015 |                            Sean Derrick Cooper Marquardt
                      2046 | 2015 |                                               Sean Kiely
                     40072 | 2015 |                                             Sean Reynard
                     61856 | 2015 |                                         Seicho suru kigi
                     70679 | 2015 |                                               Seiei Jack
                     16424 | 2015 |                 Seiei Jack Jaan Patterson & Jeremy Gluck
                     10601 | 2015 |                          Sektor 304 vs Sci Fi Industries
                     82634 | 2015 |                                                    Sema4
                      1899 | 2015 |                     Sergiu Popa and Balkan Camp Orkestra
                     49866 | 2015 |                                                 Seth Guy
                      7069 | 2015 |                                                   Sewers
                     88650 | 2015 |                                                Sexyalien
                     82634 | 2015 |                                            Shadow Priest
                     21784 | 2015 |                                            Shaun Blezard
                     15103 | 2015 |                                             Shaun Robert
                      2253 | 2015 |                                                  Sherita
                      1125 | 2015 |                                Shocron Politzer Crozzoli
                     36994 | 2015 |                                                Shodé Non
                     11153 | 2015 |                                               Shonen Bat
                      1715 | 2015 |                                            Shredderghost
                     82634 | 2015 |                                                    Shule
                     11608 | 2015 |                                                 Shy Kids
                     82634 | 2015 |                                                      SiJ
                     25173 | 2015 |                                                  Sighell
                     40072 | 2015 |                                   Silas Hodges and Lyons
                     82634 | 2015 |                                         Silent Strangers
                     13371 | 2015 |                                            Simon Waldram
                      7502 | 2015 |                                         Simone DAnnunzio
                     69389 | 2015 |                                            Six Umbrellas
                     25173 | 2015 |                                                     SkIM
                     12563 | 2015 |                                                 Skinfaxe
                      7269 | 2015 |                                                    Sloom
                     11307 | 2015 |                                                    Smurd
                     88650 | 2015 |                                                   Sobrio
                     82634 | 2015 |                                           Sobrio & Yrrow
                     21014 | 2015 |                                            Solar Estates
                     82634 | 2015 |                                            Somatic Waves
                     34854 | 2015 |                                        Somatose + Ardleg
                     40072 | 2015 |                                        Some Some Unicorn
                      7463 | 2015 |                                                Somebuddy
                     19409 | 2015 |                                            Soni Sfardati
                      8837 | 2015 |                                                 SonurBer
                    111722 | 2015 |                                            Sound Inhaler
                     20485 | 2015 |                                             Sound Spread
                      5605 | 2015 |                                              Sound Voice
                      7092 | 2015 |                              Space Monkey Death Sequence
                      8661 | 2015 |                                                    Spark
                      6516 | 2015 |                                              Spewing Cum
                      7073 | 2015 |                                              Spider Bags
                     21784 | 2015 |                                           Spidey Agutter
                    128013 | 2015 |                                          Spinning Clocks
                      3488 | 2015 |                                              Spray Paint
                    163954 | 2015 |                                              Squire Tuck
                     34854 | 2015 |                                                  St Noiz
                     23884 | 2015 |                                              State Shirt
                     21784 | 2015 |                                           Stefan Schmidt
                      8837 | 2015 |                                                  Stefano
                     10536 | 2015 |                                             Stefano Vita
                      8551 | 2015 |                                     Steinregen Dubsystem
                     25031 | 2015 |                       Steinregen dubsystem feat Oliv Era
                      3110 | 2015 |                                           Stephen Chopek
                    117754 | 2015 |                                              Steve Combs
                     56268 | 2015 |                                   Steve Combs & Delta Is
                     16835 | 2015 |                                               Steve Gunn
                     71650 | 2015 |                                                 Stormhat
                      8661 | 2015 |                                                    Stray
                      1026 | 2015 |                                                 Streiber
                     83842 | 2015 |                                              Strong Suit
                     35837 | 2015 |                                              Studio Noir
                     32458 | 2015 |                                    Subversive Intentions
                     19409 | 2015 |                                               Summerfugl
                     34854 | 2015 |                            Sun Om Sun (Moon of Baphomet)
                     11675 | 2015 |                                    Sunshine and the Rain
                     86549 | 2015 |                             Super Mountain Bike Brothers
                      3909 | 2015 |                                              Suppression

 system.sum(listens_album) | year | artist
---------------------------+------+---------------------------------------------------
                      6992 | 2015 |                                           Supruli
                     40072 | 2015 | Suzanas Bauten and Lezet and Jukka-Pekka Kervinen
                     21784 | 2015 |                          Swastika Novelty Company
                     82634 | 2015 |                                       Swin Deorin
                     60549 | 2015 |                                          Synapsis
                     82634 | 2015 |                                           Syndrôm
                     10601 | 2015 |                                           T(h)ree
                      9843 | 2015 |                                             TALES
                     24693 | 2015 |                 THF Drenching and Anthony Donovan
                     25591 | 2015 |                                        TIGERBERRY
                     11242 | 2015 |                                             TIGUE
                     51353 | 2015 |                                         TRG Banks
                     26193 | 2015 |                                          Taker 51
                      5217 | 2015 |                                          Talugung
                      7677 | 2015 |                                        Tandem Hat
                      5612 | 2015 |                                  Tartine de Clous
                     82634 | 2015 |                                  Technicolor Yawn
                       357 | 2015 |                         Ted Harms-Neil Ballantyne
                     82634 | 2015 |                                 Teebag the Hustla
                     10009 | 2015 |                                            Teleg.
                     14863 | 2015 |                                        Telegraphy
                      8028 | 2015 |                                           Tempers
                     40072 | 2015 |                                    Tender Buttons
                     21014 | 2015 |                                 Terrible Terrible
                     40371 | 2015 |                                Tha Silent Partner
                     34854 | 2015 |                               The A.M. Experiment
                      4189 | 2015 |                                      The Achtungs
                     34854 | 2015 |                                      The Angulars
                      2749 | 2015 |                                      The Ar-Kaics
                     17380 | 2015 |                                  The Barreracudas
                      8450 | 2015 |                    The Basic Income Earth Network
                      4115 | 2015 |    The Basic Income Earth Network and Ruben DHers
                     16344 | 2015 |                                The Black Penguins
                     13208 | 2015 |                                    The Britemores
                      9340 | 2015 |                                 The Carbon Manual
                      5478 | 2015 |                                          The Cats
                      3594 | 2015 |                                       The Crypts!
                      2655 | 2015 |                                          The Degs
                     18650 | 2015 |                                         The Dread
                     34854 | 2015 |                              The Elsewhere Skunks
                      5507 | 2015 |                        The Ex with Ken Vandermark
                     16137 | 2015 |                                    The Fischermen
                     16076 | 2015 |                               The Flamin Groovies
                     58841 | 2015 |                                The Fucked Up Beat
                     70983 | 2015 |                                 The Gateless Gate
                     64765 | 2015 |                             The Heliotropic Lodge
                     15103 | 2015 |                        The Heller Wade Experience
                      7285 | 2015 |                                The Implicit Order
                     16424 | 2015 |              The Implicit Order & Jaan Pattterson
                     35838 | 2015 |                                  The Impossebulls
                     35447 | 2015 |                                   The Jerkon Five
                      3118 | 2015 |                         The John Barry Conception
                     25173 | 2015 |                                           The Jos
                      6960 | 2015 |                                  The Love Me Nots
                     21784 | 2015 |                           The Migraine Collective
                      7463 | 2015 |                                The Mind Orchestra
                      5501 | 2015 |                                     The Monsieurs
                     11614 | 2015 |                         The Mothership Collective
                      8643 | 2015 |                                     The New Lines
                     14362 | 2015 |                      The New Mystikal Troubadours
                      1453 | 2015 |                              The Nightingale Trio
                      7740 | 2015 |                                      The Pandoras
                      5304 | 2015 |                                    The Pink Tiles
                      4731 | 2015 |          The Polish Ambassador Mr. Lif Ayla Nereo
                     29146 | 2015 |                               The Prefab Messiahs
                     13003 | 2015 |                         The Rope River Blues Band
                     12483 | 2015 |                                        The Rories
                      3748 | 2015 |                           The Shouts From The Sea
                     13794 | 2015 |                               The Soft Pink Truth
                      7463 | 2015 |                                    The Sovereigns
                     13340 | 2015 |                                The Special Pillow
                     21921 | 2015 |                          The Strangelet Disasters
                     34854 | 2015 |                             The Truth About Frank
                     17853 | 2015 |                                    The Ugly Beats
                      2847 | 2015 |                                           The Use
                      8837 | 2015 |                                       The Welvins
                     24097 | 2015 |                                       The Willing
                      5551 | 2015 |                                The Zombie Dandies
                     15103 | 2015 |                                   TheSlowPoisoner
                     82634 | 2015 |                                    Theresa Silver
                     65890 | 2015 |                                        Thiaz Itch
                      5504 | 2015 |                               Third Mind Movement
                      3722 | 2015 |                                         Thlaaflaa
                       805 | 2015 |                                  Thollem Electric
                     47357 | 2015 |                                     Thomas Havlik
                     35838 | 2015 |                                             Throb
                     19004 | 2015 |                                Tigerberry & Haunt
                      4143 | 2015 |                                        Tim Cosner
                     24693 | 2015 |                                       Tim Iserman
                       837 | 2015 |                                      Timothy Hill
                     82634 | 2015 |                                           Tiruset
                      5101 | 2015 |                                    Tod auf Kredit
                     13737 | 2015 |                                        Ton Haring
                     25173 | 2015 |                       Ton Haring and Jonny Martin
                      3512 | 2015 |                          Topography of the Spleen
                      9494 | 2015 |                                     Total Unicorn
                      2871 | 2015 |                                       Toxic Water
                     79508 | 2015 |                                      Track Jackit
                     21441 | 2015 |                               Trans Atlantic Rage
                     21784 | 2015 |                        Trans Atlantic Rage-Balogh

 system.sum(listens_album) | year | artist
---------------------------+------+---------------------------------------------------------------------------------------------
                     16424 | 2015 |                                                             Travis Johnson & Jaan Patterson
                     40072 | 2015 |                                                           Travis Johnson and Jaan Patterson
                     34524 | 2015 |                                                                              Trigg & Gusset
                     24693 | 2015 |                                                                 Tripod Sardine and F Ampism
                     13065 | 2015 |                                                                                Turbo Fruits
                      8070 | 2015 |                                                               Turku Nomads of the Silk Road
                     34854 | 2015 |                                                                     Twin Realities Dreamers
                     34854 | 2015 |                                                                                  Two Clowns
                     10111 | 2015 |                                                                                    Tzelalot
                     34854 | 2015 |                                                                                        Tzii
                     52291 | 2015 |                                                                        U Can Unlearn Guitar
                     23782 | 2015 |                                                                                      U.M.M.
                      5683 | 2015 |                                                                             URODI POD VODOI
                     34854 | 2015 |                                                                     Ubuntu Sound Antisystem
                      9722 | 2015 |                                                                           Ultimate Painting
                     34854 | 2015 |                                                                                     Ummagma
                      7778 | 2015 |                                                                                  Umreti Fit
